positionX, positionY, positionZ, phaseX, phaseY, phaseZ, myocyte_index, flag 
25.999286,37.312994,81.354625,10125.481533,8971.607717,18064.796325,0,0
40.707107,31.373297,46.282128,6870.878819,8940.362082,10234.434423,0,0
39.977756,40.989949,106.527626,13391.776877,9442.249505,20797.283201,0,0
37.312994,31.090455,59.010051,7836.460917,8459.218899,15805.940884,0,0
46.081118,36.464466,15.452273,12691.619945,10391.045384,7968.994985,0,0
20.223254,22.203153,68.343860,10170.355460,7003.657178,19864.221862,0,0
22.366818,57.960512,84.183052,11169.210496,10631.019898,17449.316440,0,0
58.928218,54.849242,18.846385,13274.541026,11203.969281,8429.779123,0,0
45.694702,64.119128,64.406904,12026.211332,15402.738984,18371.756624,-1,0
36.062446,52.139993,23.089026,10732.454290,12296.322828,12674.863571,0,0
65.907993,27.649738,86.871170,14859.979128,13350.159445,17393.704384,-1,0
25.999286,20.625274,47.696342,7280.652059,7629.493132,11830.439482,0,0
53.717872,54.283557,57.312994,10174.195533,12063.739109,18434.321843,0,0
18.107373,0.328641,90.579126,4664.387402,5475.632287,15705.403803,-1,0
27.979185,33.353196,49.959084,10468.574212,11463.732844,13002.022080,0,0
40.141421,69.959084,59.858579,13129.282136,13901.276617,15217.396111,0,0
23.633278,49.903722,48.316389,7679.861255,7552.895767,11560.666052,-1,0
40.989949,32.787511,37.514004,10147.560235,8807.756933,14645.196818,0,0
13.644792,14.382808,36.966843,6974.807037,9675.631514,14544.748320,-1,0
58.809040,52.586501,107.941840,11637.863393,11283.405167,21477.757125,0,0
58.809040,57.394827,61.838478,11771.933183,12710.026740,16154.357851,0,0
27.577164,52.586501,40.908117,8643.608013,10270.350742,11130.219920,0,0
56.948319,54.000714,48.827713,10514.373822,12944.971206,14905.689299,0,0
36.747309,27.696342,54.767410,9936.918782,10996.546577,15804.413533,0,0
47.349678,4.253314,90.314500,11562.439545,5636.417897,15114.438178,-1,0
22.322330,37.312994,54.201724,7503.209258,9532.442389,14320.252968,0,0
45.351768,42.969848,83.334524,12184.924066,11067.051494,19257.408279,0,0
51.574307,53.435029,45.999286,12993.643132,11711.001612,12932.292866,0,0
26.564971,39.858579,66.081118,7969.516892,9434.414762,16634.621948,0,0
57.677670,32.221825,13.033009,12635.212472,7694.486993,7964.773153,0,0
74.654275,60.025269,59.949674,14641.824664,10683.907719,17266.747068,-1,0
37.030152,43.818377,66.363961,8458.870447,11051.088093,18743.477413,0,0
15.871292,52.647993,29.918131,4180.644776,8203.069717,14531.895359,-1,0
